SERIALNO,SPORDER,PWGTP,AGEP,SEX,RAC1P,HISP,SCHL,PINCP,POVPIP,OCCP,COW,ESR,CIT,MAR,NATIVITY,PUMA,ADJINC
2023HU0087408,1,60,43,2,1,1,21,130000,501,2830,2,1,1,1,1,03771,1019518
2023HU0087408,2,81,41,1,8,2,21,121000,501,735,2,1,1,1,1,03771,1019518
2023HU0087408,3,78,8,2,9,2,5,0,501,0,0,0,1,5,1,03771,1019518
2023HU0087467,1,36,76,2,1,1,22,190000,501,0,0,6,1,2,1,03768,1019518
2023HU0087515,1,46,67,2,8,2,20,57050,396,0,0,6,1,2,1,03739,1019518
2023HU0087603,1,37,54,2,6,1,16,20000,100,4521,1,1,4,3,2,03705,1019518
2023HU0087603,2,32,26,1,6,1,19,0,100,0,0,6,3,5,1,03705,1019518
2023HU0087609,1,99,65,1,1,1,16,70000,386,4435,1,2,1,1,1,03775,1019518
2023HU0087609,2,105,61,2,1,1,16,0,386,0,0,6,1,1,1,03775,1019518
2023HU0087615,1,166,45,1,9,2,15,50800,332,9640,1,1,5,5,2,03744,1019518
2023HU0087615,2,178,34,2,9,2,18,40000,261,4850,1,1,5,5,2,03744,1019518
2023HU0087685,1,55,88,1,1,2,19,35050,301,0,0,6,1,1,1,03740,1019518
2023HU0087685,2,60,87,2,1,2,16,18550,301,0,0,6,1,1,1,03740,1019518
2023HU0087699,1,134,54,1,9,2,16,171000,501,8990,1,1,5,1,2,03735,1019518
2023HU0087699,2,124,54,2,9,2,9,0,501,0,0,6,5,1,2,03735,1019518
2023HU0087699,3,121,16,2,9,2,10,0,501,0,0,6,1,5,1,03735,1019518
2023HU0087702,1,43,44,1,1,1,21,120000,501,440,1,1,1,3,1,03725,1019518
2023HU0087757,1,227,33,2,1,1,21,195500,501,51,1,1,1,5,1,03779,1019518
2023HU0087770,1,46,24,2,6,1,21,84000,501,3255,1,1,1,5,1,03711,1019518
2023HU0087771,1,186,40,2,8,1,18,17800,223,5740,6,1,1,1,1,03753,1019518
2023HU0087771,2,181,13,2,8,1,10,0,223,0,0,0,1,5,1,03753,1019518
2023HU0087771,3,126,39,1,8,1,14,36000,223,440,1,1,5,1,2,03753,1019518
2023HU0087792,1,56,67,1,6,1,19,125200,501,20,1,6,4,1,2,03717,1019518
2023HU0087792,2,53,62,2,6,1,21,160000,501,2170,1,1,4,1,2,03717,1019518
2023HU0087792,3,43,24,2,6,1,21,54500,501,5940,1,1,1,5,1,03717,1019518
2023HU0087824,1,40,35,2,1,24,18,68600,456,3602,1,1,1,5,1,03721,1019518
2023HU0087824,2,45,30,1,1,2,15,16000,102,9620,1,1,1,5,1,03721,1019518
2023HU0087824,3,57,2,2,1,24,0,0,456,0,0,0,1,5,1,03721,1019518
2023HU0087824,4,42,66,2,1,24,11,58600,456,4230,1,1,4,1,2,03721,1019518
2023HU0087824,5,52,62,1,1,24,11,16000,456,9640,1,1,5,1,2,03721,1019518
2023HU0087957,1,60,36,2,9,15,21,10220,65,2850,1,3,1,5,1,03732,1019518
2023HU0087957,2,70,37,1,1,1,22,97000,501,750,3,1,1,5,1,03732,1019518
2023HU0087973,1,77,72,2,9,2,9,17700,155,0,0,6,4,1,2,03745,1019518
2023HU0087973,2,95,77,1,9,2,7,10500,155,0,0,6,4,1,2,03745,1019518
2023HU0088016,1,94,55,1,8,7,17,47200,200,7340,1,1,4,1,2,03752,1019518
2023HU0088016,2,85,44,2,8,2,12,25000,200,4720,1,1,5,1,2,03752,1019518
2023HU0088016,3,74,15,2,8,7,12,0,200,0,0,0,1,5,1,03752,1019518
2023HU0088016,4,83,9,1,8,7,6,0,200,0,0,0,1,5,1,03752,1019518
2023HU0088016,5,82,7,1,8,7,4,0,200,0,0,0,1,5,1,03752,1019518
2023HU0088026,1,69,81,1,1,1,15,59600,462,0,0,6,1,1,1,03772,1019518
2023HU0088026,2,52,78,2,1,1,21,22100,462,0,0,6,1,1,1,03772,1019518
2023HU0088037,1,36,65,2,8,7,9,5800,41,4230,6,1,4,5,2,03747,1019518
2023HU0088042,1,57,30,1,1,1,22,70000,291,230,1,1,1,5,1,03703,1019518
2023HU0088042,2,59,28,2,9,2,22,31000,200,2145,1,1,1,5,1,03703,1019518
2023HU0088042,3,60,0,2,9,2,0,0,291,0,0,0,1,5,1,03703,1019518
2023HU0088042,4,59,0,2,9,2,0,0,291,0,0,0,1,5,1,03703,1019518
2023HU0088061,1,69,66,1,1,2,17,14000,346,9645,1,6,1,3,1,03737,1019518
2023HU0088061,2,71,46,1,1,2,21,48500,346,4055,1,1,1,5,1,03737,1019518
2023HU0088191,1,99,50,2,1,1,22,15500,98,2205,1,1,1,5,1,03747,1019518
2023HU0088302,1,293,33,2,8,2,23,142700,501,2100,1,1,1,5,1,03725,1019518
2023HU0088302,2,245,7,1,8,2,4,0,501,0,0,0,1,5,1,03725,1019518
2023HU0088347,1,159,29,2,6,1,22,104500,501,710,1,1,1,5,1,03736,1019518
2023HU0088347,2,143,32,1,9,1,21,184500,501,1021,1,1,1,5,1,03736,1019518
2023HU0088449,1,199,69,1,8,2,16,38800,267,0,0,6,1,5,1,03737,1019518
2023HU0088502,1,37,47,1,8,2,15,30000,192,9142,1,1,1,5,1,03744,1019518
2023HU0088502,2,37,29,1,8,2,16,30000,192,4210,1,1,1,5,1,03744,1019518
2023HU0088540,1,65,50,1,8,2,1,38000,457,6260,1,1,5,1,2,03744,1019518
2023HU0088540,2,62,51,2,8,2,17,105000,457,5240,5,1,4,1,2,03744,1019518
2023HU0088540,3,66,19,2,8,2,16,1000,457,4220,1,6,1,5,1,03744,1019518
2023HU0088540,4,61,15,1,8,2,12,0,457,0,0,0,1,5,1,03744,1019518
2023HU0088709,1,169,73,1,9,2,13,27600,124,0,0,6,4,1,2,03715,1019518
2023HU0088709,2,164,67,2,9,2,9,10800,124,0,0,6,5,1,2,03715,1019518
2023HU0088709,3,141,49,2,9,2,16,7800,124,4510,1,1,4,1,2,03715,1019518
2023HU0088709,4,159,17,2,9,2,14,0,124,0,0,6,1,5,1,03715,1019518
2023HU0088709,5,170,62,2,9,2,1,0,124,0,0,6,5,5,2,03715,1019518
2023HU0088754,1,34,77,1,8,2,9,15900,89,0,0,6,5,1,2,03737,1019518
2023HU0088754,2,42,69,2,8,2,9,0,89,0,0,6,5,1,2,03737,1019518
2023HU0088804,1,77,48,2,8,11,15,540,2,4220,5,1,5,4,2,03750,1019518
2023HU0088804,2,75,15,1,8,11,13,0,2,0,0,0,1,5,1,03750,1019518
2023HU0088821,1,49,64,1,6,1,16,44000,475,9620,1,1,4,1,2,03710,1019518
2023HU0088821,2,46,59,2,6,1,15,33300,475,7800,1,1,4,1,2,03710,1019518
2023HU0088821,3,45,30,2,6,1,21,70000,475,2025,2,1,4,5,2,03710,1019518
2023HU0088821,4,46,56,2,6,1,16,0,475,0,0,6,4,5,2,03710,1019518
2023HU0088869,1,27,66,1,8,2,16,1400,23,0,0,6,1,1,1,03740,1019518
2023HU0088869,2,28,66,2,8,2,20,2900,23,0,0,6,1,1,1,03740,1019518
2023HU0088883,1,55,41,1,1,1,21,115000,474,2920,7,1,1,1,1,03720,1019518
2023HU0088883,2,59,41,2,6,1,20,0,474,0,0,6,5,1,2,03720,1019518
2023HU0088883,3,49,3,2,9,1,1,0,474,0,0,0,1,5,1,03720,1019518
2023HU0088897,1,73,61,2,2,1,21,110000,501,51,2,1,1,3,1,03730,1019518
2023HU0088898,1,143,24,1,9,2,21,24000,155,710,1,6,1,5,1,03746,1019518
2023HU0088898,2,169,22,2,1,1,21,13030,84,2145,1,1,1,5,1,03746,1019518
2023HU0088971,1,159,41,2,9,2,21,98000,423,120,1,1,4,1,2,03772,1019518
2023HU0088971,2,211,41,1,9,2,19,64900,423,3802,4,1,1,1,1,03772,1019518
2023HU0088971,3,163,14,1,9,2,10,0,423,0,0,0,1,5,1,03772,1019518
2023HU0088971,4,163,7,1,9,2,3,0,423,0,0,0,1,5,1,03772,1019518
2023HU0088971,5,278,4,2,9,2,1,0,423,0,0,0,1,5,1,03772,1019518
2023HU0088971,6,156,75,1,9,2,15,9500,423,0,0,6,5,5,2,03772,1019518
2023HU0088981,1,70,42,1,8,2,20,110000,405,160,7,1,1,1,1,03752,1019518
2023HU0088981,2,64,42,2,8,2,18,12600,405,5860,3,6,1,1,1,03752,1019518
2023HU0088981,3,73,17,1,8,2,14,0,405,0,0,6,1,5,1,03752,1019518
2023HU0088981,4,74,15,1,8,2,12,0,405,0,0,0,1,5,1,03752,1019518
2023HU0089097,1,56,43,1,1,1,24,130000,501,2905,1,1,1,5,1,03705,1019518
2023HU0089118,1,76,47,1,6,1,20,0,0,4435,1,6,4,1,2,03715,1019518
2023HU0089143,1,70,54,2,9,4,21,150000,501,3255,1,1,4,1,2,03711,1019518
2023HU0089143,2,85,55,1,1,1,19,60000,501,6442,1,1,1,1,1,03711,1019518
2023HU0089162,1,51,72,2,2,1,22,81000,501,2545,2,6,1,2,1,03758,1019518
2023HU0089169,1,72,30,1,8,2,16,55000,280,5600,1,1,1,1,1,03750,1019518
2023HU0089169,2,82,29,2,8,2,1,11000,280,5400,1,6,4,1,2,03750,1019518
2023HU0089169,3,82,7,2,8,2,4,0,280,0,0,0,1,5,1,03750,1019518
2023HU0089179,1,64,26,2,6,1,21,133200,501,2920,1,1,1,5,1,03731,1019518
2023HU0089254,1,128,71,2,9,23,16,57000,286,2545,1,1,1,2,1,03753,1019518
2023HU0089254,2,130,38,2,9,23,16,2400,286,5400,2,6,1,5,1,03753,1019518
2023HU0089254,3,121,19,2,9,2,16,8400,286,4720,1,1,1,5,1,03753,1019518
2023HU0089255,1,259,53,1,1,1,21,200000,501,705,2,1,1,1,1,03748,1019518
2023HU0089255,2,284,46,2,1,1,21,357300,501,4800,1,3,1,1,1,03748,1019518
2023HU0089255,3,324,5,1,1,1,2,0,501,0,0,0,1,5,1,03748,1019518
2023HU0089302,1,95,49,2,2,1,22,106300,501,2320,3,1,1,1,1,03724,1019518
2023HU0089302,2,89,50,1,2,1,22,90000,501,120,1,1,1,1,1,03724,1019518
2023HU0089302,3,84,17,1,2,1,14,0,501,0,0,6,1,5,1,03724,1019518
2023HU0089302,4,85,13,1,2,1,10,0,501,0,0,0,1,5,1,03724,1019518
2023HU0089353,1,53,38,1,1,2,23,200000,501,2100,3,1,1,1,1,03736,1019518
2023HU0089353,2,69,32,2,9,11,23,145000,501,3010,2,1,4,1,2,03736,1019518
2023HU0089354,1,103,73,1,6,1,20,14200,160,0,0,6,1,1,1,03748,1019518
2023HU0089354,2,99,70,2,6,1,18,14850,160,0,0,6,4,1,2,03748,1019518
2023HU0089417,1,308,51,2,1,1,21,83000,399,440,1,1,1,5,1,03709,1019518
2023HU0089417,2,334,11,2,1,1,7,0,399,0,0,0,1,5,1,03709,1019518
2023HU0089417,3,262,85,1,1,1,9,11000,399,4530,1,1,4,1,2,03709,1019518
2023HU0089588,1,219,71,1,1,2,16,29500,203,9130,1,6,1,3,1,03714,1019518
2023HU0089616,1,38,40,2,1,2,19,37000,261,3930,1,1,1,5,1,03745,1019518
2023HU0089616,2,38,50,1,1,2,16,40000,262,4700,1,1,1,3,1,03745,1019518
2023HU0089616,3,38,12,1,1,2,9,0,261,0,0,0,1,5,1,03745,1019518
2023HU0089616,4,41,44,1,1,2,21,50000,261,3323,1,1,1,1,1,03745,1019518
2023HU0089616,5,37,37,2,1,2,19,0,261,0,0,6,1,5,1,03745,1019518
2023HU0089616,6,36,73,1,1,2,16,9700,261,0,0,6,5,2,2,03745,1019518
2023HU0089670,1,81,55,2,8,2,13,7200,367,4020,1,1,5,5,2,03746,1019518
2023HU0089670,2,91,29,2,8,2,21,66000,367,2014,3,1,1,5,1,03746,1019518
2023HU0089681,1,57,67,2,1,1,19,213600,501,52,1,1,1,2,1,03720,1019518
2023HU0089731,1,85,63,1,1,1,21,110000,501,120,1,1,1,1,1,03739,1019518
2023HU0089731,2,70,65,2,1,1,21,120000,501,3255,2,1,1,1,1,03739,1019518
2023HU0089821,1,66,50,1,9,2,17,40000,211,20,1,1,1,5,1,03735,1019518
2023HU0089821,2,77,44,2,9,2,16,60000,379,5540,5,1,1,5,1,03735,1019518
2023HU0089821,3,61,21,2,9,2,19,3000,211,2545,2,1,1,5,1,03735,1019518
2023HU0089865,1,58,54,2,1,1,20,4900,501,5860,1,1,1,1,1,03716,1019518
2023HU0089865,2,43,52,1,9,1,16,98000,501,2600,1,1,1,1,1,03716,1019518
2023HU0089865,3,58,22,1,9,1,17,32000,501,7340,1,1,1,5,1,03716,1019518
2023HU0089865,4,59,21,1,9,1,17,28000,501,5860,1,1,1,5,1,03716,1019518
2023HU0089889,1,70,47,2,9,2,22,22030,126,2710,6,1,1,1,1,03753,1019518
2023HU0089889,2,96,53,1,1,1,19,3000,126,530,1,3,1,1,1,03753,1019518
2023HU0089984,1,30,58,1,1,1,21,240000,501,2640,1,1,1,3,1,03737,1019518
2023HU0090067,1,67,59,2,1,1,19,125000,501,2825,5,1,1,3,1,03761,1019518
2023HU0090067,2,63,38,2,8,2,22,400,501,3645,1,6,1,3,1,03761,1019518
2023HU0090067,3,79,33,1,8,2,17,210,501,9720,3,3,1,5,1,03761,1019518
2023HU0090093,1,200,46,2,1,1,19,116000,501,5710,1,1,4,1,2,03722,1019518
2023HU0090093,2,162,49,1,9,4,19,155000,501,2905,1,1,1,1,1,03722,1019518
2023HU0090093,3,143,21,1,1,1,19,13500,501,4055,1,3,1,5,1,03722,1019518
2023HU0090093,4,205,18,1,1,1,16,1400,501,4720,1,6,1,5,1,03722,1019518
2023HU0090098,1,53,68,2,1,1,21,199100,501,340,1,1,1,1,1,03711,1019518
2023HU0090098,2,48,83,1,1,1,22,48000,501,0,0,6,1,1,1,03711,1019518
2023HU0090098,3,47,88,2,1,1,18,9700,501,0,0,6,1,2,1,03711,1019518
2023HU0090151,1,42,34,2,1,1,20,90000,501,2710,1,3,1,1,1,03735,1019518
2023HU0090151,2,47,28,1,1,1,16,36000,501,4110,1,1,5,1,2,03735,1019518
2023HU0090186,1,124,27,1,1,1,21,30000,478,1720,1,1,1,5,1,03709,1019518
2023HU0090186,2,105,28,2,1,1,1,53000,337,2545,1,1,4,5,2,03709,1019518
2023HU0090186,3,90,31,1,1,1,18,14000,478,4140,1,1,1,5,1,03709,1019518
2023HU0090186,4,93,72,1,1,1,16,65000,478,1010,1,1,4,2,2,03709,1019518
2023HU0090186,5,112,60,2,1,1,9,40000,478,4760,1,1,4,2,2,03709,1019518
2023HU0090207,1,89,59,1,9,7,16,69000,446,7340,2,1,4,1,2,03750,1019518
2023HU0090207,2,85,56,2,9,7,13,0,446,0,0,6,5,1,2,03750,1019518
2023HU0090207,3,73,23,1,9,7,16,35000,446,3930,1,1,1,5,1,03750,1019518
2023HU0090213,1,48,49,2,9,2,16,55000,378,5000,1,1,4,1,2,03710,1019518
2023HU0090213,2,56,48,1,9,2,16,65000,378,7150,6,1,5,1,2,03710,1019518
2023HU0090213,3,51,23,2,1,2,16,24000,378,8990,1,1,1,5,1,03710,1019518
2023HU0090213,4,52,21,2,1,2,16,14000,378,5020,1,1,1,5,1,03710,1019518
2023HU0090213,5,57,15,1,1,2,11,0,378,0,0,0,1,5,1,03710,1019518
2023HU0090213,6,61,12,2,1,2,8,0,378,0,0,0,1,5,1,03710,1019518
2023HU0090422,1,248,25,1,8,11,19,4800,30,4760,1,1,5,5,2,03744,1019518
2023HU0090422,2,287,25,2,8,11,16,23000,145,8800,1,1,5,3,2,03744,1019518
2023HU0090440,1,46,60,2,8,7,9,5900,29,0,0,6,4,2,2,03723,1019518
2023HU0090440,2,43,25,2,8,24,20,0,29,0,0,6,1,5,1,03723,1019518
2023HU0090475,1,179,53,1,8,2,14,49000,133,9600,1,1,5,5,2,03734,1019518
2023HU0090475,2,209,42,2,8,2,12,0,0,0,0,6,5,5,2,03734,1019518
2023HU0090475,3,157,25,1,8,2,15,6200,133,0,0,6,1,5,1,03734,1019518
2023HU0090475,4,196,21,1,8,2,16,0,133,0,0,6,1,5,1,03734,1019518
2023HU0090475,5,211,14,2,8,2,11,0,133,0,0,0,1,5,1,03734,1019518
2023HU0090475,6,204,9,1,8,2,6,0,133,0,0,0,1,5,1,03734,1019518
2023HU0090475,7,211,7,2,8,2,4,0,133,0,0,0,1,5,1,03734,1019518
2023HU0090479,1,56,46,1,1,1,21,105000,501,2634,1,1,1,5,1,03734,1019518
2023HU0090508,1,57,66,1,1,1,16,40000,380,9130,6,1,4,1,2,03708,1019518
2023HU0090508,2,62,59,2,1,1,20,29300,380,0,0,6,5,1,2,03708,1019518
2023HU0090542,1,27,40,2,1,1,21,80000,424,2910,6,1,1,1,1,03723,1019518
2023HU0090542,2,32,41,1,1,1,22,47300,424,2205,6,6,1,1,1,03723,1019518
2023HU0090542,3,35,2,1,1,2,0,0,424,0,0,0,1,5,1,03723,1019518
2023HU0090542,4,34,2,1,1,2,0,0,424,0,0,0,1,5,1,03723,1019518
2023HU0090547,1,68,73,2,6,1,21,8400,124,0,0,6,4,1,2,03740,1019518
2023HU0090547,2,55,74,1,6,1,21,14000,124,0,0,6,4,1,2,03740,1019518
2023HU0090559,1,43,71,2,9,24,21,51500,367,440,7,6,1,2,1,03709,1019518
2023HU0090640,1,40,46,2,9,2,22,70000,501,2320,4,1,1,1,1,03736,1019518
2023HU0090640,2,59,45,1,9,2,22,280000,501,120,1,1,1,1,1,03736,1019518
2023HU0090640,3,45,19,1,9,24,18,6500,501,4150,1,1,1,5,1,03736,1019518
2023HU0090640,4,57,16,2,9,24,13,0,501,0,0,6,1,5,1,03736,1019518
2023HU0090640,5,48,77,1,9,2,16,25000,501,6200,6,6,1,1,1,03736,1019518
2023HU0090640,6,48,71,2,9,24,18,31800,501,0,0,6,1,2,1,03736,1019518
2023HU0090646,1,45,31,2,9,2,22,85000,501,1006,1,1,1,1,1,03728,1019518
2023HU0090646,2,46,30,1,1,1,22,355000,501,1320,1,1,1,1,1,03728,1019518
2023HU0090671,1,227,27,1,1,1,21,39900,256,4030,1,1,1,5,1,03767,1019518
2023HU0090671,2,191,23,2,1,1,21,35000,225,2545,4,1,1,5,1,03767,1019518
2023HU0090671,3,191,23,2,1,1,21,71000,456,1555,1,1,1,5,1,03767,1019518
2023HU0090671,4,149,21,2,6,1,19,11500,73,4055,1,1,4,5,2,03767,1019518
2023HU0090672,1,176,25,1,1,1,18,120000,501,3870,3,1,4,5,2,03771,1019518
2023HU0090672,2,162,64,2,1,1,16,20600,501,0,0,6,4,1,2,03771,1019518
2023HU0090712,1,32,35,2,6,1,24,80000,501,2205,4,1,4,1,2,03767,1019518
2023HU0090712,2,36,41,1,6,1,21,80000,501,1200,1,1,4,1,2,03767,1019518
2023HU0090751,1,44,47,2,8,2,19,9000,315,3602,1,1,1,1,1,03743,1019518
2023HU0090751,2,56,45,1,8,2,16,55000,315,7220,1,1,1,1,1,03743,1019518
2023HU0090751,3,49,24,1,8,2,1,28800,315,7200,1,1,1,5,1,03743,1019518
2023HU0090751,4,48,73,2,8,2,1,8400,315,4720,1,6,1,2,1,03743,1019518
2023HU0090751,5,46,71,1,8,2,6,24000,315,0,0,6,1,2,1,03743,1019518
2023HU0090751,6,47,58,2,8,2,16,0,315,0,0,6,1,3,1,03743,1019518
2023HU0090751,7,54,39,1,8,2,18,28000,315,2545,3,1,1,5,1,03743,1019518
2023HU0090796,1,38,62,1,8,2,18,3000,15,6260,1,1,4,1,2,03767,1019518
2023HU0090796,2,33,38,2,8,2,16,0,15,8320,1,3,5,1,2,03767,1019518
2023HU0090796,3,37,42,1,8,2,17,40000,262,6260,1,1,5,4,2,03767,1019518
2023HU0090796,4,37,41,1,8,2,16,30000,197,4220,1,1,5,1,2,03767,1019518
2023HU0090796,5,32,28,1,8,2,16,30000,197,6260,1,1,5,1,2,03767,1019518
2023HU0090799,1,132,46,2,8,7,9,0,42,0,0,6,5,1,2,03733,1019518
2023HU0090799,2,158,45,1,8,2,12,15000,42,9620,6,1,5,1,2,03733,1019518
2023HU0090799,3,161,16,2,8,2,13,0,42,0,0,6,1,5,1,03733,1019518
2023HU0090799,4,181,6,2,8,2,3,0,42,0,0,0,1,5,1,03733,1019518
2023HU0090799,5,236,3,1,8,2,1,0,42,0,0,0,1,5,1,03733,1019518
2023HU0090877,1,56,26,2,9,11,21,32000,222,2145,2,1,3,4,1,03703,1019518
2023HU0090877,2,55,13,1,8,11,10,0,222,0,0,0,1,5,1,03703,1019518
2023HU0090877,3,65,11,2,8,11,9,0,222,0,0,0,1,5,1,03703,1019518
2023HU0090877,4,65,5,2,9,11,1,0,222,0,0,0,1,5,1,03703,1019518
2023HU0090877,5,56,45,2,8,11,15,0,222,0,0,6,5,1,2,03703,1019518
2023HU0090877,6,62,46,1,8,11,15,60000,222,6410,1,1,5,1,2,03703,1019518
2023HU0090886,1,216,58,1,8,2,13,28000,134,4251,1,1,1,3,1,03718,1019518
2023HU0090886,2,163,23,2,8,2,19,0,134,0,0,6,1,5,1,03718,1019518
2023HU0090886,3,160,19,2,8,2,16,4000,134,4110,1,3,1,5,1,03718,1019518
2023HU0090896,1,92,58,1,9,13,18,35000,229,2861,1,2,4,3,2,03761,1019518
2023HU0091049,1,67,33,1,1,1,19,200000,501,5000,3,1,4,3,2,03707,1019518
2023HU0091062,1,46,45,2,8,2,15,0,243,5000,2,6,1,1,1,03744,1019518
2023HU0091062,2,55,48,1,8,2,15,15000,243,6200,7,1,1,1,1,03744,1019518
2023HU0091062,3,41,22,1,8,2,19,0,243,0,0,6,1,5,1,03744,1019518
2023HU0091062,4,42,19,1,8,2,16,9000,243,4020,7,1,1,5,1,03744,1019518
2023HU0091062,5,59,13,2,8,2,11,0,243,0,0,0,1,5,1,03744,1019518
2023HU0091062,6,59,11,2,8,2,8,0,243,0,0,0,1,5,1,03744,1019518
2023HU0091062,7,58,9,2,8,2,6,0,243,0,0,0,1,5,1,03744,1019518
2023HU0091062,8,62,65,1,8,2,17,103400,243,2545,3,6,1,2,1,03744,1019518
2023HU0091062,9,53,65,2,8,2,9,31700,243,4720,1,1,1,2,1,03744,1019518
2023HU0091070,1,178,25,2,1,1,21,60000,382,5310,1,1,1,5,1,03770,1019518
2023HU0091070,2,155,26,1,1,1,21,25000,159,5260,1,3,1,5,1,03770,1019518
2023HU0091115,1,77,52,2,6,1,21,150000,501,3255,2,1,4,1,2,03739,1019518
2023HU0091115,2,73,56,1,6,1,19,24000,501,4700,1,1,4,1,2,03739,1019518
2023HU0091115,3,124,11,1,6,1,7,0,501,0,0,0,1,5,1,03739,1019518
2023HU0091148,1,51,72,1,1,1,22,155000,501,3261,6,1,1,1,1,03731,1019518
2023HU0091148,2,48,71,2,1,1,20,24800,501,0,0,6,1,1,1,03731,1019518
2023HU0091210,1,376,30,1,2,1,23,74000,473,3090,2,1,1,5,1,03730,1019518
2023HU0091210,2,327,29,1,1,1,23,74000,473,3100,2,1,1,5,1,03730,1019518
2023HU0091221,1,139,63,2,2,1,18,98500,501,5860,1,1,1,5,1,03747,1019518
2023HU0091221,2,128,82,2,2,1,24,24000,501,0,0,6,1,2,1,03747,1019518
2023HU0091231,1,51,67,1,1,1,21,33000,462,440,6,1,4,1,2,03764,1019518
2023HU0091231,2,65,62,2,1,1,21,35000,462,2310,3,1,1,1,1,03764,1019518
2023HU0091231,3,75,29,1,1,1,21,58000,462,2310,3,1,1,3,1,03764,1019518
2023HU0091231,4,74,25,1,1,1,21,15000,462,2545,1,1,1,5,1,03764,1019518
2023HU0091238,1,60,50,1,9,2,20,240000,501,440,1,1,4,1,2,03715,1019518
2023HU0091238,2,46,51,2,9,7,19,98000,501,630,3,1,4,1,2,03715,1019518
2023HU0091261,1,90,55,1,9,1,18,0,501,0,0,6,1,1,1,03706,1019518
2023HU0091261,2,62,55,2,7,1,16,110000,501,5240,1,1,5,1,2,03706,1019518
2023HU0091261,3,82,34,1,9,1,22,130500,501,845,1,1,1,5,1,03706,1019518
2023HU0091261,4,62,57,2,7,1,1,8700,501,4030,1,1,4,1,2,03706,1019518
2023HU0091261,5,63,57,2,7,1,20,36300,501,4720,1,1,4,1,2,03706,1019518
2023HU0091269,1,37,87,2,2,1,21,41200,328,0,0,6,1,1,1,03778,1019518
2023HU0091269,2,43,87,1,2,1,15,17400,328,9600,1,6,1,1,1,03778,1019518
2023HU0091288,1,59,77,2,1,1,21,176300,501,5740,1,1,1,5,1,03706,1019518
2023HU0091288,2,65,74,1,1,1,20,151300,501,10,1,1,1,5,1,03706,1019518
2023HU0091311,1,48,42,1,9,2,21,116000,501,565,1,1,1,1,1,03774,1019518
2023HU0091311,2,60,44,2,9,7,21,108000,501,1240,1,1,4,1,2,03774,1019518
2023HU0091311,3,58,7,2,9,7,4,0,501,0,0,0,1,5,1,03774,1019518
2023HU0091311,4,59,5,2,9,7,2,0,501,0,0,0,1,5,1,03774,1019518
2023HU0091341,1,53,64,1,6,1,23,74000,430,9142,1,1,5,1,2,03705,1019518
2023HU0091341,2,54,59,2,6,1,22,2000,430,4510,1,1,5,1,2,03705,1019518
2023HU0091341,3,42,34,2,6,1,20,40000,430,9825,5,6,4,1,2,03705,1019518
2023HU0091341,4,75,2,1,6,1,0,0,430,0,0,0,1,5,1,03705,1019518
2023HU0091341,5,49,36,2,6,1,22,46700,430,630,1,6,5,1,2,03705,1019518
2023HU0091341,6,43,32,1,6,1,21,24000,430,2310,2,6,5,1,2,03705,1019518
2023HU0091381,1,81,35,1,1,15,21,80000,501,2850,1,1,1,5,1,03774,1019518
2023HU0091381,2,105,30,2,1,2,21,100000,501,4800,1,1,1,5,1,03774,1019518
2023HU0091399,1,137,67,1,1,1,16,5800,176,0,0,6,4,1,2,03740,1019518
2023HU0091399,2,137,68,2,1,1,21,5800,176,0,0,6,4,1,2,03740,1019518
2023HU0091399,3,174,40,2,1,1,20,30000,176,2025,3,1,4,1,2,03740,1019518
2023HU0091581,1,54,58,1,1,1,21,124000,501,2205,4,1,1,1,1,03711,1019518
2023HU0091581,2,53,53,2,1,1,20,105000,501,5740,1,1,1,1,1,03711,1019518
2023HU0091581,3,63,25,1,1,1,21,31000,501,4251,1,1,1,5,1,03711,1019518
2023HU0091601,1,227,55,1,6,1,21,253000,501,120,1,1,4,3,2,03744,1019518
2023HU0091601,2,293,8,2,6,1,4,0,501,0,0,0,1,5,1,03744,1019518
2023HU0091701,1,112,65,1,1,1,22,220000,501,1305,7,1,1,1,1,03748,1019518
2023HU0091701,2,132,59,2,1,1,22,0,501,0,0,6,4,1,2,03748,1019518
2023HU0091701,3,162,14,1,1,1,12,0,501,0,0,0,1,5,1,03748,1019518
2023HU0091747,1,47,76,2,1,1,22,58200,400,0,0,6,1,3,1,03764,1019518
2023HU0091763,1,33,50,2,1,1,20,65050,423,3310,1,1,1,3,1,03763,1019518
2023HU0091763,2,27,58,1,1,1,20,45040,293,3310,1,1,1,5,1,03763,1019518
2023HU0091802,1,197,66,2,2,1,16,7200,50,0,0,6,1,5,1,03750,1019518
2023HU0091953,1,51,74,1,1,1,23,22100,161,0,0,6,4,1,2,03724,1019518
2023HU0091953,2,50,74,2,1,1,18,7200,161,0,0,6,4,1,2,03724,1019518
2023HU0091963,1,85,29,2,2,1,22,55000,501,3245,2,1,1,1,1,03718,1019518
2023HU0091963,2,72,31,1,2,1,22,65000,501,230,1,1,1,1,1,03718,1019518
2023HU0091979,1,221,77,2,6,1,23,165000,501,3255,1,1,1,2,1,03758,1019518
2023HU0092016,1,55,71,1,1,1,23,51800,355,0,0,6,1,5,1,03706,1019518
2023HU0092033,1,109,67,1,1,7,19,21000,501,0,0,6,4,2,2,03704,1019518
2023HU0092033,2,101,39,2,1,2,19,50000,501,3648,1,1,1,1,1,03704,1019518
