SERIALNO,SPORDER,POVPIP,TEN,TYPEHUGQ
2023GQ0117596,1,,,2
2023GQ0117600,1,,,2
2023GQ0117652,1,,,2
2023GQ0117740,1,138,,3
2023GQ0117815,1,,,2
2023GQ0117837,1,241,,3
2023GQ0118064,1,,,3
2023GQ0118191,1,0,,3
2023GQ0118476,1,,,2
2023GQ0118779,1,,,2
2023GQ0118827,1,0,,3
2023GQ0119245,1,,,3
2023GQ0119431,1,,,3
2023GQ0119474,1,,,2
2023GQ0119680,1,,,2
2023GQ0119754,1,,,2
2023GQ0119758,1,91,,3
2023GQ0119765,1,46,,3
2023GQ0119849,1,71,,3
2023GQ0120149,1,42,,3
2023GQ0120208,1,70,,3
2023GQ0120276,1,197,,3
2023GQ0120473,1,12,,3
2023GQ0120694,1,,,2
2023GQ0120965,1,,,2
2023GQ0121101,1,83,,3
2023GQ0121327,1,,,2
2023GQ0121594,1,65,,3
2023GQ0121647,1,,,2
2023GQ0121948,1,,,2
2023GQ0121992,1,31,,3
2023GQ0122021,1,103,,3
2023GQ0122032,1,304,,3
2023GQ0122269,1,304,,3
2023GQ0122505,1,326,,3
2023GQ0122508,1,70,,3
2023GQ0123332,1,,,2
2023GQ0123381,1,100,,3
2023GQ0123579,1,,,2
2023GQ0123643,1,,,2
2023GQ0123806,1,,,2
2023GQ0123873,1,,,2
2023GQ0123991,1,,,2
2023GQ0124170,1,,,2
2023GQ0124418,1,76,,3
2023GQ0124438,1,,,2
2023GQ0124458,1,,,2
2023GQ0124922,1,0,,3
2023GQ0125045,1,,,3
2023GQ0125085,1,0,,3
2023GQ0125202,1,,,3
2023GQ0125385,1,,,2
2023GQ0125539,1,,,2
2023GQ0125599,1,,,2
2023GQ0125646,1,,,3
2023GQ0125669,1,62,,3
2023GQ0125781,1,,,2
2023GQ0125903,1,129,,3
2023GQ0126371,1,,,2
2023GQ0126663,1,,,2
2023GQ0126720,1,0,,3
2023GQ0127171,1,,,2
2023GQ0127194,1,283,,3
2023GQ0127229,1,,,2
2023GQ0127432,1,,,2
2023GQ0127476,1,,,2
2023GQ0127511,1,272,,3
2023GQ0127542,1,,,2
2023GQ0127609,1,,,2
2023GQ0127727,1,14,,3
2023GQ0127811,1,,,2
2023GQ0127929,1,83,,3
2023GQ0127959,1,25,,3
2023GQ0128163,1,,,3
2023GQ0128320,1,,,3
2023GQ0128392,1,0,,3
2023GQ0128575,1,,,2
2023GQ0128992,1,,,2
2023GQ0129117,1,,,3
2023GQ0129173,1,197,,3
2023GQ0129471,1,,,2
2023GQ0130147,1,44,,3
2023GQ0130244,1,,,2
2023GQ0130421,1,,,2
2023GQ0130581,1,,,2
2023GQ0130604,1,,,2
2023GQ0130845,1,,,3
2023GQ0130856,1,0,,3
2023GQ0131050,1,,,2
2023GQ0131458,1,,,2
2023GQ0131514,1,,,2
2023GQ0131633,1,0,,3
2023GQ0131902,1,105,,3
2023GQ0133281,1,181,,3
2023GQ0133325,1,,,2
2023GQ0133486,1,,,2
2023GQ0133592,1,,,2
2023GQ0133622,1,62,,3
2023GQ0133864,1,,,2
2023GQ0134483,1,,,3
2023GQ0134530,1,58,,3
2023GQ0134589,1,,,2
2023GQ0134690,1,,,2
2023GQ0135065,1,,,2
2023GQ0135076,1,77,,3
2023GQ0135207,1,,,3
2023GQ0135274,1,,,2
2023GQ0135283,1,0,,3
2023GQ0135390,1,,,2
2023GQ0135436,1,,,3
2023GQ0135473,1,,,2
2023GQ0135809,1,,,2
2023GQ0136567,1,,,2
2023GQ0136649,1,,,2
2023GQ0136703,1,,,3
2023GQ0136772,1,19,,3
2023GQ0137026,1,,,2
2023GQ0137231,1,81,,3
2023GQ0137277,1,,,2
2023GQ0137320,1,,,2
2023GQ0137348,1,89,,3
2023GQ0137421,1,,,2
2023GQ0137508,1,,,2
2023GQ0137712,1,,,2
2023GQ0137815,1,,,2
2023GQ0138323,1,,,2
2023GQ0138539,1,,,2
2023GQ0138552,1,62,,3
2023GQ0138645,1,,,2
2023GQ0138825,1,,,3
2023GQ0139035,1,,,2
2023GQ0139198,1,,,3
2023GQ0139238,1,53,,3
2023GQ0139252,1,,,2
2023GQ0139487,1,,,3
2023GQ0139521,1,,,3
2023GQ0139739,1,,,2
2023GQ0139741,1,71,,3
2023GQ0139799,1,,,3
2023GQ0139819,1,,,2
2023GQ0139987,1,127,,3
2023GQ0140116,1,,,2
2023GQ0140230,1,,,2
2023GQ0140436,1,,,3
2023GQ0140462,1,,,2
2023GQ0140472,1,,,2
2023GQ0140659,1,,,3
2023GQ0140743,1,,,3
2023GQ0140771,1,124,,3
2023GQ0140968,1,,,2
2023GQ0141009,1,121,,3
2023GQ0141052,1,,,2
2023GQ0141670,1,,,2
2023GQ0141741,1,,,3
2023GQ0142311,1,220,,3
2023GQ0142379,1,351,,3
2023GQ0142616,1,166,,3
2023GQ0142728,1,98,,3
2023GQ0142905,1,,,2
2023GQ0143240,1,,,2
2023GQ0143536,1,72,,3
2023GQ0143572,1,,,2
2023GQ0143741,1,,,2
2023GQ0143774,1,,,3
2023GQ0143828,1,,,2
2023GQ0143996,1,,,2
